Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
Device.Bridging.Bridge.1.Port.9.Status,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"Down",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.Bridging.Bridge.1.PortNumberOfEntries,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"15",xsd:unsignedInt,2026-03-05T02:55:26.067Z,,,,
Device.Bridging.Bridge.1.Status,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"Enabled",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.Bridging.BridgeNumberOfEntries,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"1",xsd:unsignedInt,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4,true,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"",,,,,,
Device.DHCPv4.Client,true,2026-03-05T02:56:43.803Z,true,2026-03-05T02:56:43.803Z,"",,,,,,
Device.DHCPv4.Client.1,true,2026-03-05T02:56:43.803Z,true,2026-03-05T02:56:43.803Z,"",,,,,,
Device.DHCPv4.Client.1.Alias,false,2026-03-05T02:56:43.803Z,true,2026-03-05T02:56:43.803Z,"cpe-dhcpv4client",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4.Client.1.ConnName,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4.Client.1.DHCPServer,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"10.201.0.1",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4.Client.1.DHCPStatus,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"Bound",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4.Client.1.DNSServers,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"8.8.8.8,0.0.0.0",xsd:string,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4.Client.1.Enable,false,2026-03-05T02:56:43.803Z,true,2026-03-05T02:56:43.803Z,"true",xsd:boolean,2026-03-05T02:55:26.067Z,,,,
Device.DHCPv4.Client.1.IPAddress,false,2026-03-05T02:56:43.803Z,false,2026-03-05T02:56:43.803Z,"10.201.36.109",xsd:string,2026-03-05T02:55:26.067Z,,,,
